Order Date,Region,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Inventory_Days,Profit_Margin
2016-06-17,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,0.84,1,217.26190476190476,0.5
2015-11-24,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,6.1512,2,52.21745350500715,0.44
2015-11-24,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,9.3612,6,84.80483271375465,0.3625
2015-11-24,West,Office Supplies,Paper,Xerox 1943,146.73,68.9631,3,7.462686567164179,0.47000000000000003
2015-11-24,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,22.3328,4,18.304914744232697,0.27999999999999997
2015-04-30,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,-15.2225,5,8.56345165755578,-0.07142857142857142
2014-12-05,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024,8,2.6234834109596923,0.10000000000000002
2014-12-05,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,62.988,4,8.69213183463517,0.375
2016-06-04,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,35.6636,2,9.620453347390617,0.4700000000000001
2016-09-18,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.731,1,79.07279029462738,0.37500000000000006
2017-09-14,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,8.763,3,57.48031496062992,0.45999999999999996
2015-04-26,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,-114.3912,8,3.5098853757981385,-0.13749999999999998
2015-04-26,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,1.213,2,7.5226710634789775,0.0125
2015-04-26,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,-18.196,1,5.014838426027698,-0.25
2017-12-09,Central,Office Supplies,Binders,Economy Binders,1.248,-1.9344,3,877.4038461538461,-1.5499999999999998
2017-12-09,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,-5.8248,3,112.79357231149568,-0.6
2017-12-09,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,2.724,3,40.19823788546256,0.10000000000000002
2014-11-26,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,-14.475,5,94.55958549222797,-0.75
2016-06-12,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,56.2032,1,1.753458877786318,0.27
2016-06-12,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,8.0352,3,65.41218637992833,0.48000000000000004
2014-10-12,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,4.172,5,122.48322147651007,0.27999999999999997
2014-10-12,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,6.2031,1,17.064048620850865,0.29
2015-09-03,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.8075,7,12.712454722764,0.3125
2017-11-13,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,-48.9549,3,4.753099281175122,-0.2125
2017-05-28,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,33.2156,2,2.417538746853888,0.11000000000000001
2017-10-26,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966,1,18.25912956478239,0.34
2017-10-26,Central,Office Supplies,Labels,Avery 511,6.16,2.9568,2,118.5064935064935,0.48
2016-04-05,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,13.8572,7,16.133309759547384,0.08750000000000001
2016-09-17,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,6.633,3,54.4776119402985,0.32999999999999996
2016-09-17,West,Technology,Phones,Panasonic Kx-TS550,73.584,8.2782,2,9.920634920634921,0.11249999999999999
2016-09-17,West,Office Supplies,Paper,Xerox 1995,6.48,3.1104,1,56.32716049382716,0.4799999999999999
2015-01-31,Central,Office Supplies,Paper,Xerox 1999,12.96,6.2208,2,56.32716049382716,0.4799999999999999
2015-01-31,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,16.5354,3,20.528683914510683,0.30999999999999994
2015-01-31,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,16.1504,2,22.148058252427184,0.49000000000000005
2017-11-06,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,-3.788,1,64.23794438577964,-0.6666666666666666
2017-11-09,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,40.5426,7,26.468455402465555,0.42
2017-06-17,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,17.9592,3,21.3400374181478,0.35
2016-09-06,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,22.5852,6,28.12018489984592,0.29000000000000004
2016-08-29,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,22.6184,7,39.53639514731369,0.35000000000000003
2016-08-29,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.7973,3,11.409102275568893,-0.1125
2016-08-29,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,-3.0396,3,612.4161073825503,-1.7
2016-12-01,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,11.7208,4,61.03678929765886,0.49
2015-11-13,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,-26.8758,6,9.16716897729556,-0.11250000000000002
2015-11-13,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,-3.8385,3,10.697538100820633,-0.0375
2015-11-13,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,-25.8174,3,29.689279323247113,-0.7000000000000001
2017-11-23,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,17.6016,8,39.39982728842833,0.23750000000000004
2017-11-23,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992,2.0994,1,13.039439839954273,0.075
2017-11-23,South,Office Supplies,Art,Newell Chalk Holder,3.304,1.0738,1,110.47215496368038,0.32500000000000007
2015-10-15,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,67.992,5,5.368278621014237,0.20000000000000004
2017-12-25,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,10.9096,2,17.397521448999047,0.25999999999999995
2016-11-03,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,22.788,2,9.61032122169563,0.30000000000000004
2016-11-03,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,13.3476,6,80.39647577092512,0.49000000000000005
2014-08-25,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14.5348,14,127.44413407821231,0.36250000000000004
2014-08-25,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1.652,2,154.66101694915255,0.35
2014-08-25,East,Office Supplies,Paper,Xerox 1921,23.976,7.4925,3,45.670670670670674,0.3125
2014-08-25,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,44.0316,6,16.786239882266372,0.33749999999999997
2015-03-02,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,165.3813,3,1.3904232219724963,0.21000000000000002
2015-04-05,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,-115.7156,1,2.313142451550756,-0.7333333333333333
2016-06-12,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,18.3456,3,23.278061224489797,0.39
2016-06-12,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.878,4,47.34111543450065,0.45
2016-06-12,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,63.4368,6,9.666313559322033,0.27999999999999997
2016-06-12,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,51.759,9,28.56025039123631,0.45
2016-06-12,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.7316,7,37.5514403292181,0.29
2014-12-26,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,-8.5794,3,1.8233043269759126,-0.014285714285714285
2014-09-20,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,-407.682,6,3.5454103933948518,-0.66
2017-11-05,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,-1.8308,2,305.69514237855947,-0.7666666666666667
2017-11-05,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,30.499,7,10.471654808354373,0.125
2016-11-06,West,Furniture,Chairs,"Global Task Chair, Black",81.424,-9.1602,2,8.965415602279425,-0.11249999999999999
2016-11-06,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,26.2416,3,4.590040241448692,0.10999999999999999
2017-02-02,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,-11.994,5,30.431882607970653,-0.2
2017-02-02,East,Office Supplies,Paper,Xerox 1916,78.304,29.364,2,9.322639967306905,0.375
2017-02-02,East,Office Supplies,Fasteners,Staples,21.456,6.9732,9,153.10402684563758,0.325
2016-10-13,West,Office Supplies,Paper,Xerox 195,20.04,9.6192,3,54.640718562874255,0.48
2016-10-13,West,Office Supplies,Paper,Xerox 1880,35.44,16.6568,1,10.299097065462755,0.47000000000000003
2016-10-13,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,3.456,4,126.7361111111111,0.3
2016-10-13,West,Office Supplies,Fasteners,Ideal Clamps,4.02,1.9698,2,181.59203980099505,0.49000000000000005
2016-10-13,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,26.6616,3,14.374606175173282,0.35
2016-10-13,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,18.4464,6,33.24225865209472,0.28
2016-10-13,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,20.6976,14,118.5064935064935,0.48000000000000004
2016-09-05,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,10.35,2,8.816425120772946,0.125
2017-09-18,West,Office Supplies,Art,Newell 343,8.82,2.3814,3,124.14965986394557,0.27
2017-09-18,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,5.1042,3,100.82872928176796,0.47
2017-09-18,West,Office Supplies,Paper,Xerox 1911,143.7,68.976,3,7.620041753653446,0.48000000000000004
2017-12-22,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,218.2518,3,1.3044565955469785,0.26
2015-09-07,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,20.1579,7,3.802479424940098,0.030000000000000006
2014-10-22,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,12.9096,4,15.550443081117928,0.13749999999999998
2016-12-05,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,103.8015,11,10.44349070100143,0.27
2016-12-05,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,5.9988,3,7.301460292058412,0.04
2016-12-05,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,585.552,8,1.4960242642839578,0.30000000000000004
2016-12-05,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,80.6285,5,10.638297872340425,0.47
2016-03-13,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.766,5,11.556484295846,0.1125
2016-03-13,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,15.2388,2,3.592802582880542,0.075
2015-05-31,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,26.271,7,43.76498800959232,0.45
2015-05-31,West,Office Supplies,Paper,Xerox 1883,105.52,48.5392,4,13.836239575435936,0.46
2015-05-31,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,21.0288,6,27.077151335311576,0.26
2015-05-28,West,Office Supplies,Art,Newell 311,6.63,1.7901,3,165.15837104072398,0.27
2014-03-01,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,51.4764,2,1.5953912861039234,0.1125
2016-11-20,Central,Office Supplies,Labels,Avery 519,14.62,6.8714,2,49.93160054719562,0.47000000000000003
2016-11-20,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,236.2325,7,2.7039039928883626,0.25
2016-05-11,West,Office Supplies,Paper,Xerox 1920,5.98,2.691,1,61.03678929765886,0.44999999999999996
2015-12-28,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,1.3596,2,13.423065607531628,0.024999999999999998
2016-11-16,West,Office Supplies,Envelopes,Staple envelope,28.4,13.348,5,64.2605633802817,0.47000000000000003
2016-11-07,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,9.688,2,26.3728323699422,0.35000000000000003
2014-09-08,Central,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,2.7324,3,110.20531400966183,0.275
2014-09-08,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,-1359.992,8,0.3578452422269151,-0.16666666666666666
2014-09-08,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,-58.6347,3,3.9684265460554924,-0.21250000000000002
2014-09-08,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,-24.858,9,1.8878659356573912,-0.014285714285714287
2014-09-08,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6.8136,6,68.30089820359282,0.2125
2014-09-08,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,-453.849,5,10.25396111922688,-2.5500000000000003
2014-09-08,Central,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,8.9985,3,7.60543423903984,0.0625
2014-08-05,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,9.8418,3,52.29226361031518,0.4699999999999999
2014-08-05,West,Office Supplies,Paper,Xerox 1913,110.96,53.2608,2,6.578947368421053,0.48000000000000004
2014-08-05,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,21.259,7,7.511524530786961,0.0625
2014-09-14,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,-131.12,2,13.918547895057962,-2.5
2014-09-14,Central,Office Supplies,Labels,Avery 51,20.16,6.552,4,72.42063492063491,0.32499999999999996
2017-04-21,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,-243.16,4,15.010692548116467,-2.5
2015-11-21,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,-11.3372,7,6.438979642239706,-0.028571428571428567
2015-11-21,East,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,-3.7715,5,114.92443324937027,-0.2375
2015-12-15,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1.4104,1,111.28048780487805,0.43000000000000005
2014-12-05,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,1.8612,2,29.416505480335267,0.075
2014-12-05,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,76.6395,7,6.250856281682421,0.18749999999999997
2014-11-19,South,Technology,Phones,AT&T TR1909W,503.96,131.0296,4,2.897055321850941,0.26
2014-11-19,South,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,41.986,5,12.170723574524843,0.28
2014-11-19,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,7.25,2,25.17241379310345,0.25
2016-11-28,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,3.4368,2,101.95530726256983,0.48
2014-08-26,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,22.984,8,16.515837104072396,0.13
2016-07-16,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3.7224,3,29.41650548033527,0.1
2016-07-16,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,6.255,3,54.706235011990415,0.3125
2015-10-12,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,112.392,4,1.623781052032173,0.125
2015-10-12,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,20.0928,6,30.51839464882943,0.27999999999999997
2015-10-12,East,Office Supplies,Paper,Xerox 205,51.84,24.8832,8,56.32716049382716,0.4799999999999999
2015-10-12,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,46.9764,3,1.7482182542723583,0.075
2015-10-12,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,6.567,5,91.70854271356785,0.33
2015-10-31,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,6.7116,7,178.921568627451,0.47000000000000003
2014-03-21,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,1.2038,2,98.54211663066954,0.16249999999999998
2014-03-21,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,1.5876,3,181.05158730158732,0.26249999999999996
2017-11-06,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,12.0276,3,23.670557717250325,0.26
2017-07-06,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,-2.2586,2,247.7936184657162,-0.7666666666666666
2017-07-06,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,5.8203,3,68.19880418535126,0.36249999999999993
2017-06-24,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,6.795,3,50.35871964679912,0.3125
2014-08-03,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,-161.875,2,3.337142857142857,-0.74
2014-08-03,West,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,0.2925,1,140.38461538461536,0.11249999999999999
